FLAG_GENDER_MALE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,OCCUPATION_TYPE,College_Education,Currently_Married,Marriage_Status,Paying_Housing,White_Collar,AGE_YR,YRS_WORKED,target_paid_1
0,0,0,0,157500.0,Managers,0,1,Married,1,1,33.0,2.0,0
0,0,0,0,157500.0,Managers,0,1,Married,1,1,33.0,2.0,0
0,0,0,0,157500.0,Managers,0,1,Married,1,1,33.0,2.0,0
0,0,0,0,157500.0,Managers,0,1,Married,1,1,33.0,2.0,0
1,1,0,0,180000.0,Drivers,0,1,Married,1,0,28.0,0.0,0
1,1,0,0,180000.0,Drivers,0,1,Married,1,0,28.0,0.0,0
1,1,0,0,180000.0,Drivers,0,1,Married,1,0,28.0,0.0,0
0,0,0,0,202500.0,Managers,0,1,Married,1,1,35.0,6.0,0
0,0,0,0,202500.0,Managers,0,1,Married,1,1,35.0,6.0,0
0,0,0,0,202500.0,Managers,0,1,Married,1,1,35.0,6.0,0
0,0,0,0,202500.0,Managers,0,1,Married,1,1,35.0,6.0,0
1,1,0,0,157500.0,Laborers,0,0,Previously Married,1,0,52.0,1.0,0
0,0,0,0,247500.0,Managers,1,1,Married,1,1,38.0,20.0,0
0,1,0,2,90000.0,Core staff,1,1,Married,1,1,28.0,6.0,0
0,1,0,2,90000.0,Core staff,1,1,Married,1,1,28.0,6.0,0
0,1,0,2,90000.0,Core staff,1,1,Married,1,1,28.0,6.0,0
0,0,0,2,81000.0,Cleaning staff,0,1,Married,0,0,30.0,3.0,0
1,0,1,0,90000.0,Low-skill Laborers,0,1,Married,1,0,41.0,4.0,0
1,0,1,0,90000.0,Low-skill Laborers,0,1,Married,1,0,41.0,4.0,0
1,0,1,0,90000.0,Low-skill Laborers,0,1,Married,1,0,41.0,4.0,0
1,0,1,0,270000.0,Drivers,0,1,Married,1,0,35.0,6.0,1
1,0,1,0,270000.0,Drivers,0,1,Married,1,0,35.0,6.0,1
0,0,1,0,90000.0,Cooking staff,0,1,Married,1,0,48.0,6.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
1,1,1,1,202500.0,Drivers,0,1,Married,1,0,41.0,5.0,0
0,0,1,1,90000.0,Laborers,1,1,Married,1,0,28.0,6.0,0
1,1,1,2,202500.0,Laborers,1,1,Married,1,0,30.0,2.0,0
1,1,0,2,144000.0,Drivers,0,1,Married,0,0,27.0,0.0,0
0,0,0,2,450000.0,Core staff,1,1,Married,1,1,32.0,0.0,0
0,0,0,2,450000.0,Core staff,1,1,Married,1,1,32.0,0.0,0
0,0,0,2,450000.0,Core staff,1,1,Married,1,1,32.0,0.0,0
0,0,0,2,450000.0,Core staff,1,1,Married,1,1,32.0,0.0,0
0,0,1,0,135000.0,Core staff,0,1,Married,1,1,22.0,1.0,0
0,0,1,0,135000.0,Core staff,0,1,Married,1,1,22.0,1.0,0
1,0,1,0,180000.0,Laborers,0,1,Married,1,0,43.0,22.0,0
1,0,1,0,180000.0,Laborers,0,1,Married,1,0,43.0,22.0,0
1,0,1,0,180000.0,Laborers,0,1,Married,1,0,43.0,22.0,0
1,0,1,0,180000.0,Laborers,0,1,Married,1,0,43.0,22.0,0
0,0,0,0,90000.0,Core staff,1,1,Married,0,1,26.0,3.0,0
0,0,1,0,67500.0,Medicine staff,0,0,Single,1,1,48.0,25.0,0
0,0,1,0,67500.0,Medicine staff,0,0,Single,1,1,48.0,25.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
0,1,1,0,270000.0,Core staff,1,1,Married,1,1,60.0,34.0,0
1,0,0,0,166500.0,Cooking staff,0,0,Single,0,0,35.0,0.0,0
0,0,1,1,157500.0,Cleaning staff,0,1,Married,0,0,30.0,1.0,0
1,1,1,0,261000.0,Managers,0,1,Married,1,1,43.0,4.0,0
1,1,1,0,261000.0,Managers,0,1,Married,1,1,43.0,4.0,0
1,1,1,0,261000.0,Managers,0,1,Married,1,1,43.0,4.0,0
0,1,1,2,180000.0,Laborers,0,1,Married,1,0,36.0,3.0,0
1,1,0,0,270000.0,HR staff,1,0,Single,1,1,26.0,4.0,0
1,1,1,0,135000.0,Laborers,0,0,Single,1,0,36.0,1.0,0
1,0,0,1,135000.0,Laborers,0,1,Married,0,0,39.0,18.0,0
1,0,0,1,135000.0,Laborers,0,1,Married,0,0,39.0,18.0,0
1,0,0,1,135000.0,Laborers,0,1,Married,0,0,39.0,18.0,0
1,1,0,2,180000.0,Drivers,0,1,Married,1,0,39.0,11.0,1
0,1,1,0,180000.0,Managers,0,1,Married,1,1,22.0,1.0,0
0,0,0,0,270000.0,Medicine staff,1,0,Single,1,1,37.0,5.0,0
0,0,1,1,72000.0,High skill tech staff,1,1,Married,1,1,34.0,1.0,0
0,0,0,1,72000.0,High skill tech staff,1,1,Married,1,1,34.0,1.0,1
1,0,1,2,360000.0,Drivers,0,1,Married,1,0,48.0,3.0,0
0,0,1,0,180000.0,Secretaries,1,0,Single,1,1,25.0,4.0,0
1,1,0,2,225000.0,High skill tech staff,1,1,Married,0,1,29.0,4.0,0
1,1,0,1,180000.0,Drivers,0,1,Married,1,0,40.0,2.0,0
1,1,0,1,180000.0,Drivers,0,1,Married,1,0,40.0,2.0,0
1,1,0,1,180000.0,Drivers,0,1,Married,1,0,40.0,2.0,0
0,0,1,3,157500.0,Cooking staff,0,0,Previously Married,1,0,28.0,2.0,0
0,0,1,1,135000.0,Laborers,0,1,Married,1,0,29.0,2.0,0
0,0,1,1,135000.0,Laborers,0,1,Married,1,0,29.0,2.0,0
0,0,1,1,135000.0,Laborers,0,1,Married,1,0,29.0,2.0,0
0,0,1,0,126000.0,Managers,1,0,Previously Married,1,1,44.0,8.0,0
1,0,0,1,216000.0,Laborers,1,0,Previously Married,1,0,29.0,3.0,0
1,1,0,0,292500.0,Drivers,1,0,Single,1,0,28.0,0.0,0
0,0,0,0,450000.0,Sales staff,1,1,Married,1,1,37.0,5.0,0
0,1,1,2,315000.0,Managers,1,1,Married,0,1,34.0,3.0,0
0,1,1,1,315000.0,Managers,1,1,Married,1,1,45.0,8.0,1
0,0,0,0,90000.0,High skill tech staff,0,0,Single,0,1,23.0,1.0,0
0,0,0,0,117000.0,Laborers,0,0,Single,0,0,47.0,2.0,0
0,0,0,0,117000.0,Laborers,0,0,Single,0,0,47.0,2.0,0
0,0,1,0,103500.0,Cooking staff,0,1,Married,1,0,30.0,1.0,0
0,0,1,0,103500.0,Cooking staff,0,1,Married,1,0,30.0,1.0,0
0,0,1,0,103500.0,Cooking staff,0,1,Married,1,0,30.0,1.0,0
0,1,1,1,90000.0,Sales staff,0,1,Married,1,1,46.0,0.0,0
0,1,1,2,157500.0,Sales staff,0,1,Married,1,1,30.0,3.0,0
0,0,1,0,139500.0,Managers,1,1,Married,1,1,48.0,23.0,0
1,0,0,0,126000.0,Core staff,1,0,Single,1,1,34.0,5.0,0
1,0,0,0,126000.0,Core staff,1,0,Single,1,1,34.0,5.0,0
1,0,0,0,126000.0,Core staff,1,0,Single,1,1,34.0,5.0,0
1,0,0,0,126000.0,Core staff,1,0,Single,1,1,34.0,5.0,0
0,0,1,0,135000.0,Managers,0,1,Married,1,1,55.0,8.0,0
0,0,1,0,135000.0,Managers,0,1,Married,1,1,55.0,8.0,0
1,1,0,0,180000.0,Drivers,1,1,Married,0,0,30.0,5.0,0
1,1,0,0,180000.0,Drivers,1,1,Married,0,0,30.0,5.0,0
1,1,0,2,292500.0,Laborers,0,1,Married,1,0,36.0,3.0,0
0,1,1,0,90000.0,Sales staff,0,1,Married,1,1,30.0,5.0,0
0,0,1,1,157500.0,Low-skill Laborers,0,0,Single,1,0,42.0,6.0,1
0,0,1,1,157500.0,Low-skill Laborers,0,0,Single,1,0,42.0,6.0,1
0,1,1,1,112500.0,Laborers,0,1,Married,1,0,36.0,6.0,0
0,0,1,0,90000.0,Sales staff,0,1,Married,0,1,39.0,0.0,0
0,0,1,0,90000.0,Sales staff,0,1,Married,0,1,39.0,0.0,0
0,0,1,0,90000.0,Sales staff,0,1,Married,0,1,39.0,0.0,0
0,0,0,0,180000.0,Laborers,0,1,Married,1,0,53.0,5.0,0
0,0,1,0,216000.0,Core staff,1,1,Married,1,1,54.0,12.0,0
1,1,1,0,292500.0,Drivers,0,1,Married,0,0,27.0,0.0,0
0,0,1,1,67500.0,Managers,1,1,Married,1,1,30.0,2.0,0
0,0,1,1,67500.0,Managers,1,1,Married,1,1,30.0,2.0,0
1,0,0,1,337500.0,Managers,1,1,Married,1,1,48.0,6.0,1
0,0,1,1,67500.0,Accountants,0,1,Married,1,1,51.0,11.0,1
0,0,1,1,67500.0,Accountants,0,1,Married,1,1,51.0,11.0,1
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,25.0,0.0,0
0,0,0,0,202500.0,Sales staff,1,1,Married,1,1,25.0,0.0,0
0,0,1,2,157500.0,Sales staff,0,1,Married,1,1,27.0,4.0,0
0,0,1,0,225000.0,Private service staff,0,0,Previously Married,1,0,54.0,10.0,0
0,1,1,0,225000.0,Sales staff,1,1,Married,1,1,32.0,0.0,1
0,1,0,0,103500.0,Sales staff,1,1,Married,1,1,39.0,7.0,0
0,1,0,0,135000.0,Laborers,0,1,Married,1,0,28.0,0.0,0
0,1,0,0,135000.0,Laborers,0,1,Married,1,0,28.0,0.0,1
0,0,1,2,405000.0,Medicine staff,0,1,Married,1,1,50.0,11.0,0
0,0,1,2,405000.0,Medicine staff,0,1,Married,1,1,50.0,11.0,0
1,0,0,0,146250.0,Laborers,0,0,Single,1,0,25.0,1.0,0
1,0,0,0,146250.0,Laborers,0,0,Single,1,0,25.0,1.0,0
1,0,1,0,144000.0,Security staff,0,1,Married,1,0,46.0,5.0,0
1,0,1,0,144000.0,Security staff,0,1,Married,1,0,46.0,5.0,0
0,0,0,0,180000.0,Cleaning staff,0,0,Previously Married,0,0,58.0,1.0,0
0,0,1,0,180000.0,Managers,0,1,Married,1,1,54.0,10.0,0
1,1,1,0,247500.0,Managers,0,1,Married,1,1,38.0,9.0,0
1,1,1,0,247500.0,Managers,0,1,Married,1,1,38.0,9.0,0
1,1,1,0,247500.0,Managers,0,1,Married,1,1,38.0,9.0,0
1,1,1,0,247500.0,Managers,0,1,Married,1,1,38.0,9.0,0
1,1,1,0,247500.0,Managers,0,1,Married,1,1,38.0,9.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,1,1,2,180000.0,Laborers,0,1,Married,1,0,35.0,13.0,0
1,0,1,0,292500.0,Laborers,1,1,Married,1,0,44.0,2.0,0
1,0,1,0,292500.0,Laborers,1,1,Married,1,0,44.0,2.0,0
0,0,1,0,225000.0,Core staff,1,0,Previously Married,1,1,58.0,36.0,0
0,0,1,0,225000.0,Core staff,1,0,Previously Married,1,1,58.0,36.0,0
1,0,0,1,225000.0,Laborers,1,1,Married,1,0,28.0,6.0,0
1,0,0,1,225000.0,Laborers,1,1,Married,1,0,28.0,6.0,0
1,0,0,1,225000.0,Laborers,1,1,Married,1,0,28.0,6.0,0
1,0,0,1,225000.0,Laborers,1,1,Married,1,0,28.0,6.0,0
1,1,1,1,225000.0,Managers,1,1,Married,1,1,33.0,3.0,0
0,1,0,2,135000.0,Laborers,0,1,Married,0,0,27.0,1.0,0
0,0,1,2,121500.0,Sales staff,0,1,Married,1,1,29.0,4.0,0
1,1,1,0,247500.0,High skill tech staff,1,0,Single,1,1,27.0,2.0,0
1,1,1,0,247500.0,High skill tech staff,1,0,Single,1,1,27.0,2.0,0
0,0,0,0,90000.0,Laborers,0,0,Previously Married,1,0,51.0,27.0,0
1,0,1,0,135000.0,Security staff,0,0,Single,1,0,26.0,1.0,0
1,0,1,0,135000.0,Security staff,0,0,Single,1,0,26.0,1.0,0
0,0,0,0,157500.0,Sales staff,1,1,Married,1,1,53.0,4.0,1
1,1,0,0,225000.0,Core staff,0,0,Single,1,1,25.0,0.0,0
1,1,0,0,225000.0,Core staff,0,0,Single,1,1,25.0,0.0,0
1,1,0,0,225000.0,Core staff,0,0,Single,1,1,25.0,0.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,1,1,1,270000.0,Sales staff,1,1,Married,1,1,33.0,2.0,0
0,0,1,0,126000.0,Private service staff,0,0,Single,1,0,43.0,2.0,1
0,0,1,0,247500.0,Laborers,0,0,Previously Married,1,0,53.0,9.0,0
0,0,1,0,247500.0,Laborers,0,0,Previously Married,1,0,53.0,9.0,0
0,0,1,0,247500.0,Laborers,0,0,Previously Married,1,0,53.0,9.0,0
0,0,1,0,315000.0,Laborers,0,0,Previously Married,1,0,41.0,9.0,0
1,0,0,2,135000.0,Laborers,0,1,Married,1,0,37.0,1.0,0
0,0,0,2,135000.0,Laborers,0,1,Married,1,0,34.0,12.0,0
0,0,0,2,135000.0,Laborers,0,1,Married,1,0,34.0,12.0,0
0,0,0,2,135000.0,Laborers,0,1,Married,1,0,34.0,12.0,0
0,0,0,0,225000.0,Sales staff,0,1,Married,1,1,53.0,8.0,0
0,0,0,0,225000.0,Sales staff,0,1,Married,1,1,53.0,8.0,0
0,0,0,0,225000.0,Sales staff,0,1,Married,1,1,53.0,8.0,0
1,0,0,0,180000.0,Laborers,0,1,Married,1,0,28.0,2.0,0
1,0,0,0,180000.0,Laborers,0,1,Married,1,0,28.0,2.0,0
1,0,0,2,225000.0,Laborers,1,1,Married,1,0,45.0,8.0,0
1,0,0,2,225000.0,Laborers,1,1,Married,1,0,45.0,8.0,0
1,0,0,2,225000.0,Laborers,1,1,Married,1,0,45.0,8.0,0
1,0,0,2,225000.0,Laborers,1,1,Married,1,0,45.0,8.0,0
1,0,0,2,225000.0,Laborers,1,1,Married,1,0,45.0,8.0,0
1,1,0,1,675000.0,Managers,0,1,Married,0,1,47.0,12.0,0
1,1,0,1,675000.0,Managers,0,1,Married,0,1,47.0,12.0,0
0,0,0,0,126000.0,Laborers,0,1,Married,1,0,42.0,6.0,0
1,0,0,0,157500.0,Laborers,0,1,Married,1,0,50.0,19.0,0
1,0,0,0,157500.0,Laborers,0,1,Married,1,0,50.0,19.0,0
1,0,0,0,157500.0,Laborers,0,1,Married,1,0,50.0,19.0,0
1,0,0,0,157500.0,Laborers,0,1,Married,1,0,50.0,19.0,0
1,1,0,0,346500.0,Laborers,0,1,Married,1,0,24.0,4.0,0
0,0,0,0,112500.0,Accountants,0,1,Married,1,1,40.0,2.0,0
0,0,0,0,112500.0,Accountants,0,1,Married,1,1,40.0,2.0,0
1,0,0,0,171000.0,High skill tech staff,0,0,Single,1,1,31.0,0.0,1
1,1,0,1,180000.0,Drivers,0,1,Married,1,0,43.0,0.0,0
0,0,0,0,135000.0,HR staff,1,0,Previously Married,1,1,32.0,13.0,1
0,0,0,0,135000.0,HR staff,1,0,Previously Married,1,1,32.0,13.0,0
0,0,0,0,135000.0,HR staff,1,0,Previously Married,1,1,32.0,13.0,0
1,1,0,0,90000.0,Security staff,0,1,Married,1,0,62.0,0.0,0
0,1,0,1,180000.0,Laborers,0,1,Married,1,0,39.0,8.0,0
0,1,0,1,180000.0,Laborers,0,1,Married,1,0,39.0,8.0,0
1,0,0,0,180000.0,Core staff,1,0,Single,1,1,27.0,0.0,0
0,0,0,1,112500.0,Core staff,0,0,Single,1,1,43.0,20.0,0
0,0,0,1,112500.0,Core staff,0,0,Single,1,1,43.0,20.0,0
1,1,0,0,540000.0,Laborers,1,1,Married,1,0,47.0,4.0,0
1,1,0,0,67500.0,Laborers,0,1,Married,1,0,61.0,5.0,0
1,1,0,0,67500.0,Laborers,0,1,Married,1,0,61.0,5.0,0
1,1,0,0,67500.0,Laborers,0,1,Married,1,0,61.0,5.0,0
1,1,0,0,67500.0,Laborers,0,1,Married,1,0,61.0,5.0,0
1,1,0,0,67500.0,Laborers,0,1,Married,1,0,61.0,5.0,0
0,0,0,0,270000.0,Sales staff,0,0,Previously Married,0,1,46.0,3.0,0
0,0,0,0,270000.0,Sales staff,0,0,Previously Married,0,1,46.0,3.0,0
0,0,0,0,270000.0,Sales staff,0,0,Previously Married,0,1,46.0,3.0,0
0,0,0,0,270000.0,Sales staff,0,0,Previously Married,0,1,46.0,3.0,0
0,0,0,0,270000.0,Sales staff,0,0,Previously Married,0,1,46.0,3.0,0
1,1,0,2,315000.0,Laborers,0,1,Married,1,0,32.0,0.0,1
1,0,0,0,202500.0,Core staff,1,1,Married,1,1,34.0,13.0,0
1,0,0,0,202500.0,Core staff,1,1,Married,1,1,34.0,13.0,0
1,0,0,0,202500.0,Core staff,1,1,Married,1,1,34.0,13.0,0
0,0,0,0,450000.0,Core staff,1,0,Single,1,1,27.0,0.0,1
0,0,0,1,180000.0,Medicine staff,0,0,Single,1,1,42.0,5.0,0
0,0,0,1,180000.0,Medicine staff,0,0,Single,1,1,42.0,5.0,0
0,0,0,0,234000.0,Managers,1,0,Single,1,1,29.0,5.0,0
0,0,0,0,234000.0,Managers,1,0,Single,1,1,29.0,5.0,0
1,1,0,1,135000.0,Laborers,0,1,Married,1,0,26.0,2.0,1
1,1,0,1,135000.0,Laborers,0,1,Married,1,0,26.0,2.0,1
1,1,0,0,292500.0,Laborers,0,1,Married,1,0,51.0,3.0,0
1,1,0,0,292500.0,Laborers,0,1,Married,1,0,51.0,3.0,0
1,1,0,1,247500.0,Laborers,0,1,Married,1,0,35.0,5.0,0
1,1,0,2,171000.0,Laborers,1,1,Married,1,0,27.0,2.0,0
0,0,0,0,225000.0,Sales staff,1,1,Married,1,1,59.0,7.0,0
0,0,0,1,135000.0,Sales staff,0,1,Married,1,1,35.0,0.0,0
1,1,1,1,180000.0,High skill tech staff,0,1,Married,1,1,43.0,5.0,0
0,0,1,0,103500.0,IT staff,0,1,Married,1,1,28.0,1.0,1
0,0,1,0,103500.0,IT staff,0,1,Married,1,1,28.0,1.0,0
0,0,1,0,103500.0,IT staff,0,1,Married,1,1,28.0,1.0,0
0,0,1,0,103500.0,IT staff,0,1,Married,1,1,28.0,1.0,1
0,0,1,0,103500.0,IT staff,0,1,Married,1,1,28.0,1.0,1
0,0,0,0,90000.0,Laborers,0,1,Married,1,0,31.0,8.0,0
0,0,0,1,180000.0,Laborers,0,0,Single,0,0,29.0,3.0,1
0,0,1,0,180000.0,Cooking staff,0,0,Previously Married,1,0,42.0,2.0,0
1,0,1,0,225000.0,Managers,0,1,Married,1,1,28.0,3.0,0
1,0,1,0,225000.0,Managers,0,1,Married,1,1,28.0,3.0,0
0,0,1,0,315000.0,Sales staff,0,1,Married,1,1,59.0,4.0,0
1,1,1,1,180000.0,Drivers,1,1,Married,1,0,22.0,0.0,0
0,0,1,0,117000.0,Managers,0,1,Married,1,1,47.0,12.0,0
1,1,1,0,225000.0,Drivers,0,1,Married,1,0,49.0,9.0,1
1,1,1,0,225000.0,Drivers,0,1,Married,1,0,49.0,9.0,1
1,1,1,0,225000.0,Drivers,0,1,Married,1,0,49.0,9.0,1
1,1,1,0,225000.0,Drivers,0,1,Married,1,0,49.0,9.0,1
1,1,1,1,360000.0,Laborers,0,1,Married,1,0,45.0,3.0,0
1,1,1,1,360000.0,Laborers,0,1,Married,1,0,45.0,3.0,0
0,0,0,0,157500.0,Medicine staff,0,0,Single,1,1,52.0,32.0,0
0,0,0,0,157500.0,Medicine staff,0,0,Single,1,1,52.0,32.0,0
0,0,0,0,157500.0,Medicine staff,0,0,Single,1,1,52.0,32.0,0
0,0,0,0,157500.0,Medicine staff,0,0,Single,1,1,52.0,32.0,0
0,0,0,0,157500.0,Medicine staff,0,0,Single,1,1,52.0,32.0,0
0,0,1,0,193500.0,Cooking staff,0,1,Married,1,0,60.0,27.0,0
0,0,0,0,175500.0,High skill tech staff,0,0,Single,1,1,51.0,1.0,0
1,1,1,0,225000.0,Drivers,0,1,Married,1,0,46.0,3.0,0
0,0,1,1,126000.0,Core staff,0,1,Married,1,1,33.0,2.0,1
0,0,1,1,126000.0,Core staff,0,1,Married,1,1,33.0,2.0,1
0,0,1,0,112500.0,Laborers,0,1,Married,1,0,56.0,8.0,0
1,0,1,0,135000.0,Laborers,0,1,Married,1,0,54.0,4.0,0
1,1,1,0,126000.0,Security staff,0,1,Married,1,0,52.0,9.0,1
0,1,1,0,180000.0,Managers,0,1,Married,1,1,51.0,5.0,1
1,1,1,0,202500.0,Drivers,0,1,Married,1,0,42.0,6.0,0
1,1,1,0,202500.0,Drivers,0,1,Married,1,0,42.0,6.0,0
0,0,1,1,180000.0,Security staff,0,1,Married,1,0,45.0,1.0,0
0,1,1,0,247500.0,Drivers,0,1,Married,1,0,49.0,6.0,0
0,1,1,0,112500.0,Cooking staff,0,1,Married,1,0,30.0,3.0,0
0,0,1,0,171000.0,Cleaning staff,0,0,Single,1,0,55.0,7.0,1
1,1,1,2,247500.0,Drivers,0,1,Married,1,0,35.0,2.0,0
1,1,1,0,157500.0,Laborers,0,1,Married,1,0,52.0,1.0,0
1,1,1,0,157500.0,Laborers,0,1,Married,1,0,52.0,1.0,0
0,0,1,0,157500.0,Medicine staff,0,1,Married,1,1,50.0,19.0,1
0,0,1,0,157500.0,Medicine staff,0,1,Married,1,1,50.0,19.0,0
0,0,1,0,157500.0,Medicine staff,0,1,Married,1,1,50.0,19.0,1
0,0,1,0,157500.0,Medicine staff,0,1,Married,1,1,50.0,19.0,0
0,0,1,0,112500.0,Managers,0,1,Married,1,1,40.0,6.0,0
0,0,1,0,112500.0,Managers,0,1,Married,1,1,40.0,6.0,0
0,0,1,0,112500.0,Managers,0,1,Married,1,1,40.0,6.0,0
1,1,0,1,157500.0,Security staff,0,0,Previously Married,1,0,40.0,4.0,0
0,0,1,2,157500.0,High skill tech staff,1,1,Married,1,1,33.0,3.0,0
0,0,1,2,157500.0,High skill tech staff,1,1,Married,1,1,33.0,3.0,0
1,0,0,0,360000.0,Managers,1,1,Married,1,1,55.0,4.0,0
1,0,0,0,360000.0,Managers,1,1,Married,1,1,55.0,4.0,0
1,0,0,0,360000.0,Managers,1,1,Married,1,1,55.0,4.0,0
0,1,1,0,225000.0,High skill tech staff,0,0,Single,1,1,33.0,3.0,1
0,1,1,0,225000.0,High skill tech staff,0,0,Single,1,1,33.0,3.0,1
0,1,1,0,225000.0,High skill tech staff,0,0,Single,1,1,33.0,3.0,1
0,1,1,0,225000.0,High skill tech staff,0,0,Single,1,1,33.0,3.0,1
0,1,1,0,225000.0,High skill tech staff,0,0,Single,1,1,33.0,3.0,1
0,0,1,0,180000.0,HR staff,0,1,Married,1,1,47.0,6.0,0
0,1,1,1,225000.0,Core staff,1,0,Previously Married,1,1,40.0,4.0,0
0,0,1,0,103500.0,Core staff,0,0,Previously Married,1,1,48.0,23.0,0
0,0,1,0,360000.0,Cooking staff,0,1,Married,1,0,40.0,6.0,0
0,0,1,0,360000.0,Cooking staff,0,1,Married,1,0,40.0,6.0,0
0,0,1,0,360000.0,Cooking staff,0,1,Married,1,0,40.0,6.0,0
1,0,0,0,180000.0,Core staff,1,1,Married,1,1,41.0,2.0,0
0,1,1,2,157500.0,Managers,1,1,Married,1,1,43.0,1.0,0
1,1,0,0,157500.0,Laborers,0,0,Single,1,0,29.0,4.0,0
0,1,0,0,225000.0,Managers,1,1,Married,1,1,39.0,6.0,0
0,0,0,0,292500.0,Accountants,1,1,Married,1,1,48.0,2.0,0
0,0,0,2,85500.0,High skill tech staff,1,1,Married,1,1,37.0,12.0,0
0,0,0,1,81000.0,Cooking staff,0,1,Married,1,0,39.0,3.0,0
0,0,0,1,81000.0,Cooking staff,0,1,Married,1,0,39.0,3.0,0
0,0,0,1,81000.0,Cooking staff,0,1,Married,1,0,39.0,3.0,0
0,0,0,1,81000.0,Cooking staff,0,1,Married,1,0,39.0,3.0,0
1,0,0,0,270000.0,Drivers,0,1,Married,1,0,39.0,5.0,0
1,1,0,1,450000.0,Managers,1,1,Married,1,1,41.0,12.0,0
1,0,0,1,157500.0,Drivers,0,1,Married,1,0,44.0,3.0,0
1,0,0,1,157500.0,Drivers,0,1,Married,1,0,44.0,3.0,0
1,0,0,1,157500.0,Drivers,0,1,Married,1,0,44.0,3.0,0
1,0,0,1,157500.0,Drivers,0,1,Married,1,0,44.0,3.0,0
1,1,0,0,270000.0,Laborers,1,1,Married,1,0,28.0,9.0,0
1,1,0,0,270000.0,Laborers,1,1,Married,1,0,28.0,9.0,0
1,0,0,0,176175.0,Core staff,0,1,Married,0,1,24.0,1.0,0
1,0,0,0,176175.0,Core staff,0,1,Married,0,1,24.0,1.0,0
1,0,0,0,176175.0,Core staff,0,1,Married,0,1,24.0,1.0,0
1,0,0,0,176175.0,Core staff,0,1,Married,0,1,24.0,1.0,0
1,1,0,2,202500.0,Drivers,1,1,Married,1,0,32.0,1.0,0
1,1,0,2,202500.0,Drivers,1,1,Married,1,0,32.0,1.0,0
1,1,0,2,202500.0,Drivers,1,1,Married,1,0,32.0,1.0,0
1,1,0,2,202500.0,Drivers,1,1,Married,1,0,32.0,1.0,0
1,0,0,0,202500.0,Laborers,0,1,Married,1,0,27.0,7.0,0
1,0,0,0,202500.0,Laborers,0,1,Married,1,0,27.0,7.0,0
1,0,0,0,202500.0,Laborers,0,1,Married,1,0,27.0,7.0,0
1,0,0,0,202500.0,Laborers,0,1,Married,1,0,27.0,7.0,0
1,0,0,0,202500.0,Laborers,0,1,Married,1,0,27.0,7.0,0
1,0,0,0,716323.5,Laborers,0,0,Single,0,0,25.0,6.0,1
0,0,0,1,121500.0,Core staff,0,1,Married,1,1,34.0,1.0,0
0,0,0,1,121500.0,Core staff,0,1,Married,1,1,34.0,1.0,0
0,0,0,0,112500.0,High skill tech staff,0,1,Married,1,1,55.0,4.0,0
0,0,0,0,112500.0,High skill tech staff,0,1,Married,1,1,55.0,4.0,0
0,0,0,0,112500.0,High skill tech staff,0,1,Married,1,1,55.0,4.0,0
0,1,0,0,225000.0,Sales staff,0,1,Married,1,1,56.0,2.0,0
1,1,0,0,292500.0,Laborers,1,0,Single,1,0,38.0,10.0,0
1,1,0,0,292500.0,Laborers,1,0,Single,1,0,38.0,10.0,1
1,1,0,0,292500.0,Laborers,1,0,Single,1,0,38.0,10.0,1
1,0,0,0,225000.0,Managers,1,1,Married,0,1,35.0,13.0,0
1,0,0,0,225000.0,Managers,1,1,Married,0,1,35.0,13.0,0
1,0,0,0,225000.0,Managers,1,1,Married,0,1,35.0,13.0,0
1,0,0,0,225000.0,Managers,1,1,Married,0,1,35.0,13.0,0
